sub,state,city,age,sdacown,sdacee,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,sdacee2x,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccus,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,attention,gender,gender_text,race,race_text,edu,edu_text,employ,marital,income,income_text,home,monthlyexp,residence,politics,party,class,n4wheel,n2wheel,time
R_30rcKRMDrDE8GgA,33,whitehall ,30,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,5,2,,7,,1,,homemaker,2,5,,2,1000,3,4,3,5,0,0,511
R_2CknU2v6WBt7H9P,33,Brooklyn,66,4,4,2,6,3,2,6,4,2,4,3,4,4,3,5,6,3,5,4,4,3,3,2,3,2,5,2,3,3,3,3,3,5,3,5,5,2,6,5,5,4,4,3,5,3,3,2,4,3,6,3,5,1,2,5,1,,7,,6,,retire,1,9,,2,2500,1,4,1,3,1,0,602
R_3TPr9gqzSyTpl73,45,Saratoga ,58,7,6,1,7,1,2,7,6,5,4,6,6,3,6,4,5,4,3,4,3,2,5,2,2,2,5,5,3,2,2,4,6,4,6,6,6,6,4,4,4,1,4,4,4,4,2,1,1,1,7,6,6,1,1,5,2,,7,,2,,private,2,9,,1,3000,3,2,2,4,1,0,571
R_5vYIs6eODrvu2NH,45,San Antonio,39,6,4,1,7,7,2,7,4,3,4,3,3,3,6,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,1,1,6,7,0,4,5,2,,7,,6,,self,1,5,,2,100,1,6,1,4,2,1,1453
R_2t3B9g5HwcsQp6y,45,LUBBOCK,38,6,6,1,7,4,1,5,6,4,2,6,5,3,4,3,6,4,3,2,3,5,4,3,3,4,4,4,2,3,4,4,3,3,3,4,4,3,5,5,5,4,4,3,4,4,4,3,4,3,5,5,4,1,1,5,2,,7,,6,,other,2,11,,1,2000,1,3,2,3,2,0,666
R_smOe5DwqgQ8Sh7H,33,New York,21,5,2,3,7,4,4,5,5,2,2,4,4,3,4,3,5,5,4,4,4,5,5,3,3,2,6,6,2,2,3,4,5,4,3,4,4,2,4,5,5,4,4,3,4,3,4,3,5,2,5,2,4,2,3,5,3,Gender nonconforming,"2,3,7",,4,,student,1,13,,1,5000,1,7,1,2,2,0,987
R_2dMRDjoanY9GHyd,33,east aurora,78,5,2,2,6,2,3,3,2,2,3,3,2,2,2,2,6,3,2,2,5,3,6,2,2,1,2,3,2,2,2,3,2,2,4,5,2,5,5,4,4,3,3,4,4,4,2,2,2,2,5,3,2,1,1,5,1,,7,,10,,retire,2,7,,1,2000,2,4,2,2,2,0,1566
R_ve1lkqgiNMqWXeh,33,Ny ,32,6,3,2,7,6,1,7,6,2,3,4,3,3,3,2,6,4,4,2,4,6,4,3,3,2,6,2,3,1,4,5,6,7,1,7,6,6,6,4,4,4,4,4,6,4,4,1,7,3,7,3,2,1,7,5,2,,7,,6,,private,1,7,,2,2000,1,4,3,2,0,1,595
R_u8L41Ys8yFnOkbT,45,Denison,50,5,7,2,7,7,4,5,3,5,3,5,6,7,2,5,7,5,6,6,5,2,3,5,6,3,3,2,4,7,5,4,6,6,5,3,1,7,7,5,6,2,7,1,7,4,4,2,1,3,6,6,5,3,5,5,1,,7,,2,,private,1,6,,1,500,2,1,2,4,1,0,789
R_3HTY01iYcHCYCvX,33,New York,30,6,7,6,6,6,1,6,1,2,2,1,6,6,2,6,2,3,3,3,1,3,3,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,6,5,5,5,5,5,5,5,3,2,2,6,6,6,7,4,7,5,2,,7,,8,,gov,2,12,,1,5000,1,2,1,2,4,2,913
R_pab4V2T7vHSJEkx,45,Mineral Wells,40,5,2,2,5,2,2,5,3,2,2,3,2,2,2,2,4,3,4,4,3,3,5,2,2,2,3,2,1,3,3,3,4,3,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,5,2,,7,,4,,student,2,5,,1,600,3,4,3,4,1,0,667
R_2wRBAunzwUULp9x,33,Carthage,29,3,2,5,4,5,3,5,6,3,2,5,5,4,4,2,6,4,4,3,3,6,6,3,6,2,6,6,2,2,2,5,6,3,4,6,6,2,4,2,2,4,5,3,5,5,3,6,4,2,5,3,2,0,1,5,2,,7,,4,,unemploy,2,10,,1,700,3,2,2,4,1,0,1150
R_1FycPv5LB0WO9L6,45,Rockwall,28,4,7,1,6,5,3,5,4,4,3,6,3,2,5,5,6,3,3,5,6,4,4,5,4,5,4,3,2,6,6,4,3,5,5,3,5,4,6,3,4,4,3,6,3,5,4,5,3,3,4,4,5,3,2,5,2,,2,,5,,self,1,9,,1,5000,1,3,2,3,2,0,500
R_1l481CBNSWWU3Cp,45,Fort Worth,74,7,6,2,7,1,2,7,7,3,3,6,6,3,6,3,6,5,2,5,2,1,6,2,1,1,2,2,1,2,1,2,6,6,6,6,1,6,6,1,1,1,1,3,6,5,3,4,1,4,5,5,5,0,2,5,1,,7,,2,,retire,2,3,,1,900,2,1,2,4,0,0,2210
R_3PTV6shT9TOGCjv,45,Trinity,68,7,6,6,7,2,1,7,1,2,2,7,6,4,1,6,2,1,6,6,7,2,1,4,2,6,2,7,1,6,5,6,1,2,6,2,6,4,7,6,4,1,1,4,7,4,5,1,4,1,7,6,2,1,1,5,2,,7,,4,,retire,5,8,,1,2000,3,4,2,4,1,0,977
R_bQLEiHW97821ojv,33,Staten Island ,59,5,5,4,6,6,2,6,5,3,4,5,5,3,4,3,4,4,3,5,3,4,4,4,3,2,6,3,2,2,3,3,5,6,3,4,5,2,6,3,2,3,6,2,6,6,3,2,3,2,5,5,6,1,2,5,2,,7,,4,,homemaker,2,13,,1,6000,2,1,2,3,3,0,679
R_1jiA9EPcl7szjqU,33,Lancaster ,34,2,5,2,7,4,5,7,6,6,7,5,2,6,1,4,6,6,6,6,6,4,4,6,6,4,4,6,1,3,7,5,6,6,5,2,4,1,5,5,3,1,5,1,4,3,7,2,4,4,7,6,4,3,3,5,1,,7,,8,,private,2,10,,1,3000,1,3,3,3,1,0,1857
R_3dWYKT78WLONOXP,33,osweo,31,5,4,2,6,3,2,6,6,4,4,3,2,4,5,3,4,2,4,5,3,2,3,3,4,3,4,5,2,5,3,4,2,4,4,4,2,2,5,5,5,4,5,3,6,3,5,3,3,3,7,5,5,2,5,5,1,,7,,2,,self,1,10,,1,900,1,4,3,4,1,1,1180
R_1mzyDwE1POpTnR0,45,Spring,41,6,6,1,7,1,3,7,1,6,2,2,2,2,2,2,5,7,6,1,5,1,5,5,4,5,4,6,6,4,6,2,6,6,1,5,5,2,4,6,5,1,2,4,7,4,4,7,7,4,7,4,7,0,1,5,2,,4,,3,,self,3,4,,2,1000,2,4,1,4,0,0,1421
R_ZEqGXgN8OcqJatb,45,Corinth,35,6,5,1,7,2,5,6,6,2,3,3,3,4,5,5,4,3,5,6,4,4,3,2,2,3,5,6,2,2,2,5,6,6,2,6,5,2,7,5,5,1,4,2,6,1,5,1,4,2,7,6,6,2,2,5,1,,7,,8,,private,2,12,,1,2300,2,7,1,3,0,2,2469
R_2yeE4nZfM6aHZ3G,33,NEW YORK,20,6,3,2,6,6,2,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,2,,3,,4,,student,1,7,,2,500,1,6,1,3,1,0,553
R_1dyiCqRpEv86Pdf,45,JACKSBORO,44,7,6,2,7,2,2,7,5,6,2,5,2,4,2,6,4,2,4,1,2,2,3,5,4,4,2,4,2,6,4,5,4,5,5,3,4,7,6,6,7,2,4,2,7,3,6,1,2,1,1,6,6,2,1,5,2,,7,,2,,private,2,9,,1,1500,3,4,2,4,1,0,845
R_1OUihxreXqvp2At,45,Mansfield ,55,7,2,2,7,7,2,2,7,6,6,6,6,2,2,6,5,3,6,3,5,6,5,2,2,6,2,6,2,2,2,6,2,6,2,6,6,6,6,6,6,2,7,2,6,4,5,2,7,2,6,6,6,1,2,5,2,,7,,6,,homemaker,2,8,,1,3000,2,3,1,4,3,0,1411
R_29mEPLMCgndOiI4,45,Austin,68,7,6,2,7,5,2,6,6,6,3,2,6,6,2,6,5,6,6,2,6,2,2,6,6,6,2,2,3,6,6,6,4,3,2,4,6,5,6,6,6,2,3,2,6,6,2,3,2,2,6,6,5,4,5,5,2,,7,,4,,gov,2,8,,1,40000,2,5,1,3,3,1,1093
R_tDjMHNPAviJjdDj,45,GREENVILLE,41,7,6,1,7,6,1,7,6,4,5,6,3,6,3,5,3,3,6,3,5,5,2,3,3,5,3,6,3,3,5,5,6,6,7,6,5,3,7,5,4,1,2,1,7,5,3,5,2,1,5,6,6,2,1,5,2,,7,,2,,unemploy,2,6,,2,4000,3,5,3,4,2,0,682
R_3MfmIm0vYrdngNU,33,UTICA,69,6,4,3,6,2,5,5,7,1,1,6,4,2,7,1,7,6,2,2,2,7,3,2,1,2,6,7,1,1,1,4,2,2,6,6,7,1,4,4,4,4,4,4,4,4,4,2,1,2,4,7,6,0,1,5,2,,7,,5,,retire,2,5,,1,1900,1,1,2,3,0,0,1215
R_1kLLcT4C4iUmIvT,45,San Antonio,75,6,2,2,7,4,2,6,2,5,3,6,2,7,1,5,3,1,6,2,6,2,2,3,5,2,3,4,2,3,5,5,2,5,3,4,5,2,6,4,5,4,4,1,6,4,3,1,2,2,6,4,3,1,2,5,1,,4,,10,,retire,2,10,,1,800,2,6,1,3,0,0,1322
R_2VBGtIQqHd0wGUB,33,New York,34,5,6,2,5,2,3,6,4,6,6,4,5,3,6,3,4,6,6,5,5,6,2,6,5,5,5,2,4,3,3,6,4,3,5,5,3,5,6,5,5,5,5,3,5,3,5,3,4,1,3,4,5,2,6,5,2,,7,,8,,private,2,12,,1,4000,1,6,1,3,3,0,514
R_3sagauoGiGDYqOW,45,El Paso,39,4,2,2,7,2,3,2,2,2,5,6,2,2,2,2,2,2,2,6,2,2,2,3,2,2,2,2,2,3,2,2,5,6,4,5,2,3,5,5,2,5,5,4,2,3,5,2,6,6,4,5,6,1,6,5,2,,7,,7,,gov,2,10,,1,4000,1,7,1,2,2,0,667
R_2XdguHcMwj030DV,33,New York City,18,5,4,3,6,6,3,5,4,3,5,4,4,5,3,4,5,2,6,5,5,3,4,2,6,2,6,2,2,4,6,5,5,3,3,3,5,6,4,4,4,4,5,2,5,1,4,3,5,1,5,2,1,1,5,5,2,,2,,2,,student,1,9,,2,5000,1,4,3,3,1,0,648
R_1meXlFT8lwn0sPI,45,Baytown,65,7,4,1,7,7,2,7,6,3,2,3,4,4,4,4,5,4,4,3,4,4,4,3,3,4,4,4,1,2,3,3,4,5,3,5,4,3,4,4,4,1,6,1,6,4,1,1,4,1,7,4,5,1,1,5,2,,7,,5,,retire,2,8,,1,3000,1,4,1,4,2,0,746
R_xmW5ndIJwjWIRlD,45,Houston ,49,5,3,2,6,2,3,5,6,2,3,2,3,4,2,2,3,4,6,3,3,3,3,4,3,2,4,2,3,4,3,4,4,2,4,3,3,4,4,5,4,3,1,1,4,3,3,1,1,3,5,5,2,1,2,5,2,,7,,2,,other,2,3,,1,1000,1,5,3,4,0,0,1348
R_3hcFc4wQNfFNePw,45,Killeen,80,6,5,2,6,2,3,6,5,4,5,3,2,6,4,3,4,4,5,2,4,3,3,2,3,3,3,4,2,2,3,5,3,6,2,6,6,2,6,6,5,3,4,2,6,4,6,2,1,3,6,5,6,2,1,5,1,,7,,6,,retire,2,9,,1,1700,2,4,1,3,1,0,828
R_1fa1AtKUYjx5VqE,33,Little Neck,63,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,3,3,4,4,4,3,3,3,3,3,4,2,4,1,2,4,4,4,1,1,1,5,2,,7,,5,,private,1,11,,1,800,2,7,1,2,2,0,370
R_1XGru9OnmZGF2vL,33,Cohoes,69,5,4,4,6,3,3,5,5,2,5,2,2,5,3,4,5,5,4,4,3,6,5,4,3,3,3,6,2,3,2,5,2,3,4,6,3,5,5,5,5,3,3,3,5,3,6,2,2,2,5,4,5,2,1,5,2,,7,,5,,retire,2,9,,1,3000,2,5,3,3,2,0,978
R_WCMJja5Sce2yi7D,45,Denton,35,7,6,1,6,2,1,7,6,4,2,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,2,4,4,4,4,2,1,2,1,6,1,5,1,4,5,2,,7,,2,,private,1,6,,2,1600,2,2,2,3,2,0,3307
R_3COV5Yn9rUjlEU9,45,San Antonio ,32,6,5,5,6,6,1,6,6,6,6,6,5,6,6,5,4,1,5,5,6,3,5,5,5,4,5,5,3,5,6,3,5,6,6,5,5,6,3,6,4,6,4,3,5,6,4,2,4,2,2,2,4,4,1,5,2,,4,,6,,private,2,9,,1,69000,1,1,1,3,0,0,450
R_1Lj4PXIyRsPRJYa,45,Dallas,25,5,7,2,7,1,1,1,1,2,4,2,2,2,2,3,4,5,4,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,2,1,1,7,0,7,5,2,,"4,7",,2,,private,1,8,,2,1000,1,4,1,4,0,0,1231
R_bDzAxs6PCqwZvBD,45,Garland,51,6,5,2,7,1,2,6,6,3,6,3,4,3,3,3,6,2,3,2,4,1,4,5,3,2,6,2,2,2,3,2,6,6,4,4,5,6,4,4,4,4,4,2,4,6,4,1,2,2,7,7,4,2,1,5,2,,7,,4,,other,2,9,,1,6000,2,2,2,3,0,0,680
R_2Wura3LhbDq7aU5,45,Conroe,37,4,5,2,7,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,2,,7,,2,,homemaker,3,8,,1,100,2,2,2,3,0,1,665
R_scc7axQbm45wh1v,45,Floresville,32,7,3,2,7,4,2,6,5,3,5,4,2,4,4,4,5,4,5,3,4,6,6,5,2,2,5,3,3,2,6,4,4,2,2,2,6,4,6,5,5,2,2,3,6,3,5,1,3,1,7,6,7,4,2,5,2,,7,,10,,private,1,13,,1,10000,3,2,2,4,1,1,532
R_3LkcMQfCicff3du,45,Lewisville,55,6,6,4,7,6,4,4,4,3,3,2,2,4,2,3,6,2,3,2,3,4,3,2,2,3,5,2,3,1,2,4,6,5,6,5,4,2,7,6,5,3,4,2,4,3,4,1,6,1,6,3,7,2,1,5,2,,7,,7,,private,3,10,,2,8000,2,5,1,3,1,0,1423
R_3PSwsp7rK1HjAlx,45,san benito,63,4,5,5,6,3,5,3,6,4,3,2,2,5,2,4,6,3,5,2,5,3,2,5,2,2,3,3,2,2,5,5,2,5,4,5,5,4,4,4,5,4,4,4,4,4,5,5,1,4,4,6,1,1,1,5,1,,7,,3,,self,1,5,,1,200,1,2,2,3,0,1,2315
R_1C90caFUGYrpJci,45,McDade,35,6,5,2,5,6,2,7,1,6,3,3,3,5,2,5,2,4,6,3,5,2,3,4,5,5,2,2,2,3,2,6,5,6,5,4,1,1,3,5,4,5,3,2,1,5,5,3,4,3,5,4,5,4,3,5,2,,7,,4,,self,2,8,,1,300,1,1,3,3,1,0,2244
R_3fjDq8CPLgm9RwC,45,Uvalde ,35,7,4,3,7,3,6,5,5,4,4,4,4,4,4,4,5,5,6,6,5,5,5,6,6,5,6,3,6,6,6,6,6,5,6,3,3,6,3,5,4,5,2,4,5,4,5,1,1,7,7,6,7,1,1,5,2,,7,,4,,unemploy,2,1,,3,400,3,1,3,5,2,0,592
R_1loVzxqtVE5xHV3,45,Dallas,68,6,2,2,7,4,5,6,4,2,2,2,2,2,2,2,7,4,3,1,2,4,5,4,3,1,6,2,2,1,5,4,3,6,6,4,3,4,6,4,4,4,2,4,4,4,4,7,1,6,1,4,1,0,4,5,2,,3,,8,,retire,1,3,,2,800,2,1,3,3,0,0,749
R_2R4f7P5PF7WAg52,45,Sulphur Springs,70,4,4,2,4,7,6,4,5,2,2,7,7,2,5,2,6,2,2,1,2,4,2,2,2,2,4,4,2,2,2,4,2,6,3,6,4,5,4,4,4,4,4,2,6,4,4,1,4,1,7,6,3,1,1,5,2,,7,,4,,retire,2,9,,1,1000,3,1,3,3,2,0,1264
R_1kLBSKQ5RfxDIVm,45,Midland,47,6,4,1,7,4,2,6,6,4,4,3,4,4,2,3,4,2,3,3,4,2,4,2,3,4,4,5,1,2,3,5,5,4,3,3,5,2,7,5,5,2,4,1,6,3,3,1,3,1,6,6,7,2,2,5,2,,7,,5,,self,2,9,,1,1200,1,4,3,4,1,0,1042
R_3F3SrRmY0JV36Ym,45,Austin,22,5,4,3,4,3,4,5,4,3,4,5,4,4,3,5,5,6,5,3,5,3,5,3,3,4,5,5,3,3,4,6,7,3,4,4,6,2,7,5,5,2,2,3,5,4,5,3,2,3,4,4,5,2,1,5,2,,7,,6,,unemploy,1,12,,3,300,2,5,1,3,3,0,1576
R_1zECs6kG9RTa0Qp,45,Channelview,32,4,3,3,7,2,5,5,6,2,2,4,3,2,2,3,6,2,3,2,3,1,4,4,2,3,2,2,1,2,2,4,7,7,3,7,6,2,6,5,5,2,1,1,6,1,5,1,1,1,7,7,6,1,3,5,2,,4,,3,,homemaker,4,6,,2,700,2,4,3,4,0,0,1857
R_Rn56fghSTVbmHO9,45,Denton,46,6,3,2,7,6,1,6,6,2,2,3,6,3,2,3,5,1,5,1,3,2,2,2,2,2,6,6,2,1,2,3,7,4,3,6,7,1,6,5,5,1,3,1,7,2,5,1,7,1,7,3,7,1,1,5,2,,7,,2,,unemploy,2,7,,2,1000,2,6,1,4,1,0,731
R_10SrBeHOmDrSxCl,45,El Paso,60,5,3,2,6,3,2,5,4,3,3,4,4,3,3,4,3,3,4,3,4,2,3,3,3,3,3,3,3,2,3,4,4,6,1,5,2,4,4,4,4,4,4,4,4,4,4,1,1,3,5,5,4,0,4,5,2,,7,,5,,retire,2,5,,2,1600,2,3,2,4,2,0,856
R_12DUNCA3XTqgFry,45,san antonio,50,5,4,1,7,2,1,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,5,2,,7,,6,,gov,2,12,,1,4000,2,4,3,2,3,0,394
R_273a7g7Vv8YmeCk,45,Cleveland,33,7,6,2,7,6,1,7,6,7,5,6,4,4,4,3,3,5,6,2,4,3,3,5,3,4,3,3,2,6,5,4,3,4,4,4,3,5,4,4,4,4,4,4,6,4,4,1,3,2,4,4,4,1,4,5,2,,7,,4,,homemaker,1,2,,1,100,3,4,2,4,0,0,1526
R_T89TjdpJLlPP1Sx,45,San Antonio,74,6,6,3,7,7,1,7,6,4,3,4,4,5,3,4,4,3,4,2,4,2,2,4,5,3,4,6,2,2,5,5,3,4,2,5,6,2,6,5,5,2,6,1,7,5,7,1,7,1,7,6,7,2,1,5,2,,7,,8,,retire,2,11,,1,2500,1,5,1,3,1,2,1352
R_2XdOB9E64AzdwO5,45,Dayton,27,6,4,4,6,3,2,6,4,2,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,4,4,4,4,4,4,4,1,2,2,6,4,6,2,2,5,2,,7,,3,,homemaker,2,9,,1,3000,3,4,3,3,2,0,1416
R_3Dj9vakfizFyzer,45,Katy,66,5,2,1,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,1,1,5,2,,7,,6,,retire,2,11,,1,5000,2,2,1,3,4,4,572
R_1g1kE3kjHYphSNV,45,houston,33,4,3,3,7,7,2,7,4,2,2,4,4,3,3,2,5,5,3,3,4,5,3,3,2,1,4,6,2,2,2,5,7,6,6,5,7,1,6,5,5,1,4,3,6,3,5,1,6,1,7,1,7,1,5,5,2,,7,,6,,unemploy,1,3,,1,1200,1,6,1,5,1,0,1192
R_1Nra0N8BgPRzawk,45,Corpus Christi,55,7,5,1,7,2,1,7,4,5,3,4,5,5,5,4,4,3,6,3,6,4,4,4,3,5,3,3,2,5,4,6,6,3,4,4,5,3,7,5,5,1,4,5,5,3,6,1,2,1,6,3,7,2,2,5,2,,7,,4,,homemaker,2,12,,1,4200,2,4,1,3,2,1,634
R_3GoXnZUPhRkkCd7,33,BRONX,61,6,5,2,7,1,2,3,4,4,3,4,3,3,4,3,5,2,3,3,3,4,3,3,4,3,3,6,2,2,4,3,6,2,3,2,7,2,6,5,5,1,2,2,6,3,5,4,1,2,6,3,4,2,2,5,2,,3,,8,,private,5,10,,1,1500,1,6,1,3,1,0,542
R_3G2jiONaFemkg8K,45,magnolia,31,7,2,1,7,5,1,7,4,3,4,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,1,4,4,4,4,3,4,3,3,1,4,1,4,4,1,1,4,1,7,6,4,0,1,5,1,,7,,4,,unemploy,1,6,,2,500,2,4,3,4,0,0,523
R_29brKuyDQlBuixN,45,Galveston,80,4,6,3,4,3,3,5,3,2,7,5,2,4,2,4,5,2,4,1,5,2,2,5,5,4,3,4,5,3,5,6,2,6,2,3,6,4,5,5,5,2,4,2,6,3,5,3,5,2,5,3,3,2,1,5,2,,7,,7,,retire,2,11,,1,700,2,5,3,2,2,0,1046
R_25SkOoCLDhrHeRN,45,Malone,76,6,7,1,7,7,2,6,6,3,4,4,5,3,5,4,6,4,3,3,5,4,5,1,2,2,6,1,1,2,3,2,1,6,2,5,6,1,7,5,5,4,3,2,7,6,4,2,2,1,6,4,7,1,1,5,2,,7,,4,,homemaker,2,10,,1,2000,3,1,2,3,2,0,1379
R_3RrzyEhw3yQG4Xm,45,McAllen,24,7,3,2,6,3,2,6,2,2,2,5,5,2,2,3,6,6,2,2,2,5,6,2,2,1,3,3,2,2,2,2,5,6,3,6,4,2,7,5,3,1,7,1,7,1,6,2,6,1,6,2,5,3,2,5,2,,4,,5,,private,1,3,,1,400,2,5,3,4,2,0,1340
R_uae2pfAnjt4e63L,45,Rockdale,63,6,6,2,6,1,2,6,6,5,2,6,6,2,6,1,6,3,2,2,2,6,2,2,2,2,5,6,1,2,2,2,6,5,2,6,5,2,4,5,5,4,4,4,4,4,6,2,4,2,6,6,6,2,1,5,2,,7,,4,,self,1,5,,1,700,3,1,2,4,2,0,1201
R_2QyxrEMPIO9d9Uv,45,Flower Mound ,58,4,7,3,6,7,1,6,3,1,6,6,3,5,3,3,5,2,4,2,5,2,5,2,3,2,6,4,3,3,5,5,6,7,1,6,7,2,7,6,4,1,2,1,7,3,2,2,7,1,7,2,2,3,1,5,2,,7,,8,,retire,2,12,,1,3000,2,5,1,2,0,1,705
R_2zkmf1RoQSOts1S,45,Dallas,66,6,5,2,6,4,3,6,6,2,2,6,6,2,6,2,6,4,2,2,2,6,5,3,2,2,3,2,3,2,4,4,4,4,5,4,4,6,4,4,4,2,4,4,4,4,2,2,2,2,6,6,6,1,6,5,1,,7,,8,,gov,2,10,,2,4000,1,1,2,2,0,0,1065
R_3mh5c6tqz4ck1ax,45,Austin,78,6,3,1,7,1,2,6,6,3,4,7,5,3,3,5,5,4,4,3,4,5,3,6,2,2,6,2,2,2,3,3,5,4,5,4,5,3,6,5,4,2,4,2,6,4,4,1,1,3,7,4,6,1,1,5,2,,7,,4,,retire,2,6,,1,500,2,1,2,3,1,0,933
R_3R8bZhEOEZ3LPaJ,45,Tomball,66,5,6,3,6,6,3,4,5,2,4,5,4,3,3,4,5,3,4,2,4,3,3,2,4,3,3,3,2,3,6,5,4,4,3,4,6,5,6,5,4,2,4,3,6,3,5,2,6,2,5,3,5,2,2,5,2,,7,,5,,retire,1,6,,1,500,2,2,2,4,1,0,1749
R_3LdvbaSEz9NXvKd,45,Justin,49,7,5,1,7,6,1,7,2,3,2,3,4,5,3,5,5,5,6,2,5,3,3,3,5,4,4,5,3,5,3,5,2,5,4,3,4,4,7,5,5,7,4,2,6,4,3,1,4,2,4,4,6,2,1,5,2,,7,,6,,homemaker,2,11,,1,1000,3,4,3,3,3,0,664
R_3NO2ktyiAkaAjIT,45,Desoto,49,7,5,3,6,2,2,4,4,4,4,4,5,4,4,5,4,3,6,4,5,4,4,3,2,4,4,3,2,2,5,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,5,1,4,2,7,4,6,1,1,5,2,,7,,4,,homemaker,1,6,,1,1500,2,5,1,4,2,0,2696
R_qK2dVAhcrmHrbTr,45,KATY,21,6,3,2,7,2,3,6,2,6,2,5,3,5,3,3,5,3,6,1,6,2,3,5,5,3,3,3,1,2,6,7,5,6,1,3,1,7,7,5,5,2,5,3,7,3,7,6,1,5,3,3,1,2,1,5,2,,7,,4,,student,1,7,,2,2000,1,5,1,4,1,2,1403
R_3Msae5u2Gtjm611,45,Austin,57,5,4,2,6,4,2,5,6,6,5,4,5,3,4,2,6,6,5,6,5,5,5,5,4,5,3,7,2,5,4,6,5,5,6,5,5,6,6,5,5,2,3,3,5,5,6,5,4,3,6,4,4,2,1,5,2,,7,,6,,retire,2,12,,2,5000,2,4,1,2,0,2,1026
R_2cA7QwHwYo1qaoI,45,leander,58,6,5,2,6,1,2,6,5,4,3,3,2,6,2,4,4,4,5,2,4,1,2,2,2,2,5,5,2,2,2,4,3,3,5,4,4,2,7,6,6,1,4,1,7,4,7,1,1,1,7,6,7,1,1,5,2,,7,,5,,private,3,7,,1,1000,2,4,3,3,0,2,2573
R_3rVATLBJtkduRMz,33,Bayside ,30,6,6,4,6,4,4,5,3,4,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,6,5,6,6,6,5,5,4,5,6,4,5,6,5,6,6,4,5,4,6,5,6,1,6,5,1,,2,,6,,self,2,10,,2,500,1,1,1,3,2,1,632
R_2fuKXJGFh1a7Ryj,45,Cedar Park,42,6,4,2,6,2,2,4,3,3,4,3,3,4,3,4,4,3,5,2,3,4,2,3,3,3,3,4,2,4,4,4,4,4,3,4,4,5,4,4,4,3,4,3,4,3,5,3,4,4,6,4,6,1,3,5,2,,7,,9,,self,2,10,,1,4000,2,4,2,3,2,0,1904
R_1ikBIl3ZVFhwEnM,45,Big Spring,75,4,2,2,5,4,4,5,4,1,5,6,6,2,5,2,5,3,2,1,2,4,5,1,2,1,6,2,3,1,2,4,5,4,4,3,2,1,6,2,2,2,2,2,6,6,2,2,2,2,7,6,7,0,1,5,1,,7,,4,,retire,2,10,,1,600,3,2,2,3,4,0,24363
R_2U4Pq9y6S5QRpoj,45,Temple,66,6,2,2,7,7,2,7,5,2,3,4,3,4,2,3,5,3,4,3,4,4,3,2,3,2,6,5,1,3,2,4,6,3,1,4,4,2,3,4,4,4,6,2,6,3,1,1,7,1,7,6,7,1,1,5,2,,7,,3,,retire,2,7,,2,1200,3,1,2,4,1,1,743
