time,sub,lang,state,city,sdacown,sdacee,sdacee2x,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccind,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,siweststd,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,age,gender,edu,employ,marital,caste,income,incometext,home,monthlyexp,n4wheel,n2wheel
917,R_2Eh3xXyeKtJgwum,EN,32,Delhi,6,6,5,6,5,6,5,6,5,4,6,6,5,6,6,5,6,5,6,5,6,6,6,5,6,5,5,6,6,5,4,5,5,6,5,6,5,6,6,6,6,4,6,5,6,5,7,5,7,6,7,6,6,3,7,39,2,8,self,2,obc,6,,1,12000,1,2
1029,R_2rnYLruPeIGf3N4,EN,32,Delhi,5,2,1,2,7,6,2,5,3,4,3,2,3,2,2,5,4,4,4,3,5,5,2,1,6,6,5,3,3,3,4,2,4,5,2,5,4,3,7,5,5,4,7,4,5,6,5,3,5,3,5,2,3,3,3,31,1,8,private,2,general,7,2400000,1,10000,2,0
729,R_cwjYFjeRJ4L8CJ3,EN,32,Delhi ,7,6,3,2,7,6,2,4,2,6,2,6,6,6,2,5,6,7,6,2,6,4,7,6,3,6,4,3,2,5,6,7,7,7,2,7,6,2,7,6,5,1,7,1,7,3,5,6,7,6,3,1,2,1,7,21,2,7,student,1,obc,4,,1,25000,0,1
750,R_vuGbMPge1BluvoB,EN,32,Delhi,6,6,4,7,4,4,4,6,3,2,4,6,4,2,3,3,4,5,3,7,3,5,5,4,3,2,4,4,7,6,5,3,3,4,3,4,4,3,3,5,7,3,7,4,6,6,7,7,7,7,7,7,7,4,7,37,2,8,gov,2,general,4,,1,50000,2,2
2065,R_294WIJVIgCRHc98,EN,32,Delhi,3,3,2,2,6,4,3,5,2,6,5,2,4,2,2,4,4,5,5,5,3,4,1,2,5,6,5,2,3,6,2,5,7,5,2,5,2,4,2,2,3,2,5,3,5,5,7,3,5,3,6,1,3,2,7,21,1,7,self,1,obc,5,,2,10000,1,2
991,R_1im3KIyrmWDvnhm,EN,32,New Delhi,3,5,6,2,6,5,2,6,6,4,5,3,6,2,5,4,2,6,2,7,3,2,4,6,5,5,2,3,1,6,6,2,4,3,3,5,1,4,7,6,6,2,4,2,6,6,6,2,2,1,6,6,6,2,6,40,1,8,private,2,general,6,,1,10000,1,1
1534,R_3MRnwykzNIjvreB,EN,32,New Delhi,5,5,2,2,7,7,2,7,7,1,4,2,5,2,2,3,2,6,2,2,4,2,2,1,2,3,5,2,2,2,4,3,6,6,2,3,5,2,5,5,5,2,6,3,6,5,6,3,6,3,6,6,5,1,3,35,1,9,private,2,general,6,,1,15000,1,1
1220,R_2fIGnM6WoGFthSF,EN,32,New  delhi,4,4,6,1,7,4,2,6,2,4,2,1,2,1,6,2,2,6,2,2,2,2,2,3,2,2,2,1,1,4,3,2,6,7,2,6,1,4,5,5,5,2,6,3,7,1,7,2,6,3,6,4,4,1,5,24,1,8,self,2,sc,6,,1,15000,1,0
792,R_1FKSLeLjpeWLQGM,EN,32,New Delhi,7,7,7,2,7,7,2,7,2,7,7,7,7,2,7,7,2,7,7,7,7,2,7,7,7,2,2,7,7,7,7,2,7,7,2,7,2,7,7,7,7,2,7,2,7,2,7,6,7,6,7,6,7,3,7,38,2,8,self,2,sc,3,,2,25000,1,2
772,R_1GoUdA2B4vLyeUF,EN,32,Delhi,7,5,7,5,5,6,4,6,7,6,5,7,4,7,6,3,4,5,5,7,6,4,5,5,5,7,5,6,7,6,7,5,5,7,3,7,7,7,5,6,5,5,7,7,6,5,7,5,7,5,4,6,7,4,7,32,2,8,self,2,obc,6,,1,80000,1,2
680,R_Q9VWA50VTCA19U5,EN,32,Delhi,5,4,4,4,7,5,2,5,3,4,4,3,4,5,2,6,6,6,2,4,5,3,4,4,3,3,7,6,3,1,3,5,4,2,5,6,5,5,5,5,7,1,5,6,3,6,7,2,5,5,3,3,2,3,3,18,2,4,student,1,general,6,,1,35000,1,2
813,R_WxFaHMyD4qYdU41,EN,32,Delhi,3,3,3,2,3,5,2,3,2,4,3,4,3,2,4,6,2,6,2,5,2,2,4,4,3,2,2,4,3,4,3,2,5,4,2,4,2,2,5,5,5,2,6,2,6,2,6,6,6,6,5,6,5,2,6,23,1,7,student,1,obc,1,,1,15000,0,1
1079,R_qPcl5fzTNDZdkR3,HI,32,New delhi,3,2,2,2,6,4,2,2,2,2,6,5,7,4,6,5,2,5,4,7,7,4,5,6,6,5,2,2,6,6,7,3,5,4,3,5,2,6,7,5,5,4,6,6,5,3,7,7,2,3,3,1,1,1,7,23,2,9,unemploy,1,general,1,,1,10000,0,1
511,R_3KxYM2xRihQFOwl,EN,32,Dehli,1,4,3,1,2,2,1,1,3,5,4,5,6,7,6,7,6,7,7,7,7,4,6,6,4,6,5,5,7,4,7,5,6,6,4,3,5,6,5,7,7,6,6,5,7,4,7,7,5,6,6,5,6,2,6,45,2,8,housewife,1,sc,3,,1,10000,0,1
697,R_ZsFsqrQ2H9KxDdT,HI,32,Delhi,5,3,4,1,5,6,4,6,4,3,7,4,6,6,6,3,2,6,3,4,4,6,6,5,4,5,7,5,6,5,5,1,6,5,5,7,6,6,7,7,7,5,6,6,7,4,3,3,7,4,6,5,1,2,5,18,1,4,student,1,general,5,,1,17,0,1
2459,R_2VEAq3FEEHrP75x,EN,32,Delhi,5,4,3,3,6,5,3,5,6,4,5,4,5,2,5,5,3,5,4,5,4,3,3,3,2,3,3,3,3,5,4,3,5,5,4,4,2,5,5,5,5,3,6,3,5,2,5,4,5,3,5,1,2,1,5,30,1,8,private,1,general,3,,1,25000,1,1
979,R_cS0eiPFP4xEvwcx,EN,32,Delhi,4,6,6,3,7,5,2,6,4,5,3,6,4,2,5,4,2,7,3,7,4,6,4,7,5,7,4,4,3,5,5,3,4,6,4,5,5,5,5,7,6,3,6,2,5,5,5,5,7,3,6,4,5,3,6,32,2,7,private,2,general,6,,1,90000,3,2
1224,R_3HnokijRf1QxmdQ,EN,32,Delhi,4,4,4,3,5,5,3,5,3,3,4,5,4,2,3,4,3,4,3,4,4,4,4,4,3,4,5,3,4,4,4,3,5,4,3,3,2,4,6,5,5,2,6,5,6,3,5,5,7,5,5,5,5,2,4,21,1,6,self,1,sc,5,,1,20000,2,2
592,R_3ezf7wmkhd9vHS9,HI,32,New Delhi,6,6,7,2,7,7,7,7,7,2,7,2,7,7,7,6,1,6,6,7,6,7,7,6,7,6,6,6,7,7,7,7,6,7,2,7,7,6,7,6,7,6,7,6,6,7,7,2,6,7,6,7,6,5,7,37,2,8,self,2,general,3,,1,4300,1,1
3103,R_1Qg9l51LptdHC4r,EN,32,Delhi,5,3,7,2,4,3,2,4,3,2,2,3,3,4,4,4,4,4,2,2,3,5,2,5,4,3,3,3,1,2,3,2,3,5,3,6,3,5,3,2,4,3,5,5,2,3,6,4,3,5,5,5,5,3,5,32,1,7,unemploy,2,general,4,,2,6000,0,1
1200,R_9yRMUXxnKOAAdup,EN,32,New delhi,7,7,7,7,7,7,7,7,7,2,1,6,1,2,2,1,6,2,3,1,6,6,2,2,2,2,7,2,2,2,2,3,7,7,1,6,6,4,7,5,5,3,7,3,7,6,4,1,7,1,7,2,5,3,2,37,2,4,private,2,general,6,,1,50000,1,0
1081,R_1IAk9HQXBgrJeUp,HI,32,Delhi,6,2,2,2,7,7,1,6,1,1,2,2,2,3,2,2,6,2,6,2,6,6,2,2,2,6,6,2,2,2,2,5,7,7,2,6,2,2,7,2,5,2,7,2,7,2,6,4,7,2,4,2,7,2,2,60,1,6,self,3,general,6,,1,30000,1,2
1690,R_1PbGHfxK1iS8FmH,EN,32,Delhi,6,6,4,3,3,7,3,5,3,6,6,5,6,2,7,5,1,7,3,5,6,3,6,3,7,6,2,5,7,6,7,1,2,6,1,2,1,6,5,5,6,3,4,3,6,4,6,2,4,2,6,2,2,3,2,32,2,7,housewife,2,general,2,,1,6500,1,1
1234,R_28J4eKRFWMXVUen,EN,32,Delhi,7,5,6,2,7,5,4,4,2,5,7,4,7,6,6,5,2,5,5,5,2,3,3,5,7,6,5,4,7,6,6,5,6,7,5,6,4,4,7,6,6,3,5,6,6,6,5,2,5,5,5,2,5,3,3,35,2,8,gov,2,general,6,,1,60000,1,2
1703,R_41KR2H0erDdbU53,HI,32,Delhi,5,4,5,3,7,6,3,5,5,6,4,6,6,2,2,2,2,6,1,3,1,4,2,1,5,3,1,6,2,6,3,1,6,6,2,5,2,6,5,6,3,2,3,3,6,5,3,1,3,3,5,6,1,0,3,21,2,8,housewife,1,general,5,,1,20000,0,3
1359,R_3fIXURr1krCXCXc,EN,32,Delhi,3,3,4,2,5,3,3,3,3,1,3,3,4,2,2,4,3,3,2,1,2,2,1,3,2,2,3,3,4,2,4,4,5,5,4,4,3,3,5,5,5,2,5,2,6,4,6,2,4,1,5,4,3,3,3,23,2,7,private,1,general,3,,1,27000,2,0
592,R_r8S5KgapzNoUDZL,EN,32,New Delhi,7,7,7,1,7,7,1,7,1,1,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,7,1,7,1,7,1,7,1,7,3,7,36,1,8,gov,2,general,7,,1,120000,1,2
1196,R_1HP0ekxvh4tGdmF,EN,32,New Delhi,6,7,6,7,7,7,7,7,6,7,7,6,6,7,7,7,6,7,7,7,6,6,7,7,7,6,7,7,7,6,6,7,7,7,7,6,6,7,6,6,6,7,7,7,7,6,6,7,6,7,7,6,7,4,7,28,2,8,self,2,general,6,,1,10000,0,1
743,R_e2pno39unua1637,EN,32,Delhi,2,3,2,4,2,2,4,3,4,2,3,2,3,4,4,4,3,5,2,5,3,2,2,4,2,2,2,2,3,2,3,3,4,3,3,3,5,2,2,1,2,1,2,1,2,2,7,6,6,6,7,7,6,2,6,35,2,5,self,2,obc,6,,1,500000,1,2
943,R_1g10we38VwqXCNV,EN,32,New Delhi,5,3,3,2,6,6,2,7,6,1,5,2,3,2,2,5,4,6,2,2,6,3,2,2,2,4,6,1,1,2,5,3,6,7,1,4,6,1,6,5,5,2,6,3,7,6,5,2,6,2,6,6,5,1,3,35,1,9,private,2,general,6,,1,15000,1,1
1185,R_1f8AFnL7hJSF7Av,EN,32,DELHI,4,2,2,1,6,7,1,7,5,6,6,3,6,1,7,2,1,6,2,6,3,6,7,2,6,2,2,2,5,5,2,5,6,5,6,5,3,6,7,5,5,3,6,6,7,6,6,1,7,1,7,5,7,2,7,51,1,7,self,2,general,7,,1,20000,1,1
1196,R_2uKSVbQQT73XA3Z,HI,32,East Delhi,5,3,3,5,3,6,2,2,4,5,5,3,6,3,5,3,3,6,5,6,4,4,6,5,4,4,4,2,2,6,6,4,6,5,4,6,4,4,5,5,5,5,5,4,6,5,6,2,6,5,6,2,2,4,6,47,1,7,private,2,general,4,,1,7500,0,1
1019,R_ai209F6QkfrSokp,EN,32,New Delhi,2,2,1,2,6,3,2,4,3,6,1,4,2,3,2,2,2,6,2,6,2,2,6,5,6,2,6,2,2,3,2,2,6,7,3,2,2,7,5,4,7,3,2,3,3,4,5,3,5,4,3,3,2,2,5,20,1,6,self,1,obc,6,,1,4000,0,2
1642,R_2V8YZdWYkMasoGx,HI,32,Delhi,3,7,7,3,7,7,4,6,2,6,7,2,5,3,3,7,2,7,3,2,2,4,6,7,7,2,4,4,4,6,6,6,3,4,2,4,2,7,6,6,6,4,4,2,5,5,7,2,6,3,6,2,2,2,3,34,1,5,private,2,obc,5,,2,10000,0,1
2227,R_3pfos8O3jYahBw7,EN,32,New Delhi,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,6,7,7,6,6,7,7,6,7,6,6,7,6,7,7,7,7,6,7,7,6,7,6,7,7,6,6,4,6,28,1,8,self,2,general,5,,1,10000,0,1
3500,R_31Lf2Lwoq6PUgik,HI,32,Delhi,3,5,2,3,7,4,4,4,5,6,5,2,4,2,4,4,4,5,2,4,2,4,3,7,3,4,1,4,3,4,4,3,4,7,2,4,4,7,5,2,4,3,6,4,7,2,2,3,4,6,4,2,1,1,6,35,1,7,self,1,obc,1,,1,15000,0,0
859,R_31RjAeojrlVlAbL,EN,32,New Delhi ,4,4,2,2,7,2,2,4,3,4,3,4,4,4,3,3,3,5,3,3,5,4,3,3,4,5,1,2,3,4,4,3,2,5,4,3,1,7,5,3,4,3,4,4,4,4,5,5,5,2,6,3,5,2,5,20,2,6,student,1,general,6,,1,10000,1,1
1101,R_1N3bwB17SaV8soJ,EN,32,New delhi,7,7,7,2,7,7,2,5,3,7,6,1,5,1,6,1,2,7,1,7,5,2,4,7,5,3,1,3,7,6,6,1,5,7,2,6,2,4,7,6,5,4,7,2,7,5,7,2,5,2,6,4,3,3,4,27,1,8,private,2,general,6,,1,300000,1,1
1260,R_0BWkotY7bRInazD,EN,32,New Delhi,3,5,5,3,7,6,2,5,2,2,5,2,5,6,5,6,3,7,2,7,3,4,2,5,5,3,3,3,1,4,5,6,6,6,2,5,5,6,6,5,5,2,6,3,7,3,5,3,5,2,6,1,5,1,6,29,1,7,private,2,general,5,,1,8000,1,0
835,R_3kMoAZjboLBU11s,EN,32,DELHI,4,6,3,3,6,4,3,5,5,4,5,4,5,6,5,2,4,4,4,4,5,2,3,5,2,7,1,3,2,4,5,3,4,4,5,6,6,4,5,4,5,6,2,6,6,5,5,7,7,7,5,6,5,4,5,38,1,8,self,2,sc,6,,1,75000,1,1
686,R_3VQWIj6Ym8WQJOx,EN,32,New Delhi,4,3,4,3,5,2,6,1,3,2,4,4,4,2,1,3,2,5,5,7,4,4,4,3,3,5,3,2,5,1,4,4,4,5,2,5,2,4,3,2,4,3,6,5,5,3,5,3,6,5,4,6,3,3,5,35,1,8,private,2,general,4,,2,10000,2,2
982,R_pyfFr2juY0TRgyJ,EN,32,Delhi,5,3,3,3,6,6,2,5,4,6,7,2,5,2,5,3,2,7,2,6,2,3,2,4,2,2,2,4,2,7,2,2,7,7,3,3,6,6,7,5,5,1,7,2,7,4,7,2,6,2,5,1,3,2,7,30,1,7,self,2,general,6,,1,20000,1,1
578,R_1jJterDaII3BVlR,EN,32,NEW DELHI,3,6,3,3,3,3,3,3,3,4,2,2,2,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3,2,3,2,3,3,4,3,3,3,2,4,5,4,3,2,6,5,5,6,4,5,7,5,4,2,5,28,2,7,self,1,general,4,,1,15000,1,4
2216,R_XCkA9eVnMDHBUGZ,EN,32,shahdra,5,2,2,4,6,3,1,3,6,1,3,4,3,4,2,4,6,4,3,2,2,5,2,2,2,5,5,2,2,2,2,4,6,5,2,6,4,2,6,4,4,2,2,2,5,3,6,6,3,3,3,1,1,2,6,20,1,4,student,1,sc,7,"90,000",1,4000,0,0
1954,R_YYcn5TADYDciyJP,EN,32,New Delhi,3,2,1,7,3,3,6,2,5,6,4,2,5,4,6,4,7,6,4,5,4,4,2,6,1,2,5,1,2,5,5,2,2,5,6,5,3,6,2,2,3,4,5,5,4,5,3,7,4,3,5,5,1,0,7,19,2,6,student,1,general,2,,1,10000,0,1
812,R_5nAI60yyq8C02mR,EN,32,delhi,4,7,6,6,4,5,6,2,1,2,4,2,5,4,2,5,1,3,2,2,1,6,4,3,3,2,2,2,1,6,4,1,3,5,3,5,4,2,5,2,7,5,2,2,6,5,6,1,7,1,7,2,1,2,7,35,2,8,private,2,obc,7,,1,15000,1,1
564,R_9FDTvKSBG6UHgfD,EN,32,Delhi,4,5,2,4,4,6,4,6,4,4,4,6,3,3,5,5,4,4,4,2,4,4,4,3,3,5,5,5,4,3,3,5,4,3,5,3,3,5,3,3,3,6,6,5,5,4,5,5,5,6,5,4,5,2,4,48,1,7,private,2,general,2,,1,3000,0,1
1935,R_1qaM7sjAjNn0whh,HI,32,Dehli,3,2,2,2,6,6,2,6,4,6,5,2,3,2,4,5,2,6,2,4,2,4,2,4,6,2,1,5,2,5,4,2,5,6,5,3,3,6,7,5,5,2,7,2,7,2,3,1,7,1,7,5,3,3,3,38,2,5,private,2,general,6,,1,70000,3,4
853,R_3KT48ZtUdxwsIYK,EN,32,New Delhi,3,2,1,3,5,7,2,7,4,4,6,3,5,2,4,5,2,5,5,2,3,2,1,6,5,4,4,2,4,5,5,3,7,6,2,6,6,3,7,5,2,2,7,1,6,5,4,1,7,1,7,6,3,1,3,38,2,7,self,2,general,7,,1,50000,2,1
954,R_1l0H7SyryndyfZf,EN,32,New Delhi,3,3,2,5,4,6,6,4,2,6,6,2,6,2,6,3,2,6,5,7,2,4,6,6,6,6,2,6,2,6,6,4,6,6,6,4,2,6,2,6,6,5,3,6,3,4,1,7,1,7,4,1,1,1,7,40,1,7,private,1,obc,1,,2,4000,1,1
1254,R_3lsszhyEPclG7bR,EN,32,south west delhi,6,7,5,2,5,7,5,5,2,6,5,2,6,1,2,3,6,3,7,2,2,2,5,7,6,2,2,2,1,6,6,2,2,6,2,7,1,6,7,4,5,7,7,7,6,6,7,1,2,6,2,1,1,4,3,44,1,7,self,2,obc,3,,1,6000,0,1
583,R_2BnPNqiv9g02Seu,EN,32,Delhi,4,5,4,2,7,6,3,7,6,6,3,5,4,5,5,5,6,5,6,6,2,2,6,4,4,3,4,2,5,5,5,3,5,5,2,6,5,6,6,6,6,2,5,2,7,3,6,2,5,2,6,1,6,2,2,24,2,8,private,1,general,6,,1,10000,2,0
4102,R_2EvhtkokfANx4wa,EN,32,new delhi,5,3,4,2,6,5,6,5,2,6,1,6,2,2,3,4,2,6,3,1,2,4,4,1,2,6,6,1,2,2,4,2,7,7,2,5,4,2,6,5,5,3,6,3,7,2,4,4,6,4,6,3,2,2,7,29,2,7,student,1,sc,4,,1,15000,0,0
1448,R_2Qs0t91TXr9QLjK,HI,32,Delhi,7,6,5,2,7,7,2,5,2,4,4,4,4,2,4,4,2,5,4,6,4,2,4,4,4,5,4,3,4,4,4,2,6,5,5,4,2,4,6,6,5,2,7,2,6,5,6,2,7,2,7,5,5,2,3,37,1,3,private,2,general,1,,2,25000,0,1
520,R_1pEujw6E07XKGD3,EN,32,New Delhi,5,3,4,2,5,6,3,7,3,4,4,4,4,5,5,4,3,6,5,4,6,6,5,5,5,5,3,5,6,5,3,5,3,5,5,4,5,5,5,4,5,6,6,4,6,5,4,3,5,3,2,3,4,4,3,22,2,7,self,1,general,5,,1,25000,0,1
1237,R_12i2BBeEyq1Nrgv,EN,32,New Delhi,2,2,1,3,7,7,3,5,4,1,5,7,5,1,5,1,7,7,1,1,4,2,1,4,2,2,5,1,1,2,7,3,6,7,7,7,6,2,6,3,1,3,7,4,6,2,1,4,7,1,6,3,2,0,2,28,1,7,self,1,general,2,,1,28000,0,2
729,R_1JXtO1YvoU5m3zO,EN,32,India,5,5,5,3,6,6,2,7,6,3,5,2,5,3,4,1,3,6,3,7,1,2,1,4,2,5,1,1,2,6,6,2,5,6,2,6,1,6,5,6,5,2,2,1,6,3,5,4,5,2,6,1,3,3,7,24,1,7,self,1,general,7,,2,20000,2,2
656,R_3OevwK347anKVHi,EN,32,Delhi,5,4,6,6,7,7,4,6,2,5,5,5,3,2,5,4,1,6,6,4,2,4,5,5,2,4,1,5,5,2,6,2,5,2,3,4,3,4,6,5,3,4,7,4,4,4,4,6,2,4,2,7,3,3,7,25,1,8,self,1,general,6,,1,12000,1,1
638,R_RVUL0UVRoYjTwad,EN,32,new delhi,4,3,5,3,6,5,5,7,3,4,6,5,6,4,5,5,6,3,6,4,4,3,5,4,6,2,3,6,3,5,7,4,3,5,5,6,4,4,6,5,5,6,6,5,6,4,6,6,4,2,7,4,5,2,6,48,2,8,private,2,general,5,,2,15000,1,1
1172,R_2sUdj8LebWweT3p,EN,32,delhi,3,3,4,4,7,4,4,6,3,4,3,4,2,5,4,2,2,2,6,2,2,5,3,2,2,3,2,5,2,3,2,4,6,7,2,5,2,3,6,4,5,6,5,5,5,4,7,6,5,2,2,5,4,2,2,28,1,5,private,1,general,6,,1,40000,1,2
1051,R_1ooG86rFbSnV4HK,EN,32,Delhi,2,7,6,6,6,7,2,6,1,7,7,6,6,2,7,7,7,7,2,7,7,7,2,7,6,2,7,7,6,7,2,7,6,7,7,7,2,7,7,6,7,3,7,2,7,1,7,5,6,7,7,7,7,3,7,38,2,9,self,2,obc,5,,1,40000,2,1
983,R_2uQk6QHMWkQ7ESZ,EN,32,Delhi,4,2,2,2,6,7,2,7,6,1,2,1,2,2,2,1,6,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,6,2,1,5,6,5,4,6,4,6,3,7,2,7,3,6,4,6,2,3,27,1,8,private,2,general,6,,1,35000,1,1
559,R_3EQOXJyOSOUCvpF,EN,32,New Delhi,7,6,7,2,6,7,2,7,2,7,6,7,7,2,4,7,1,6,7,2,7,1,2,6,6,1,2,2,7,5,7,2,6,7,1,7,1,2,7,6,7,2,7,1,6,1,7,1,7,1,7,1,1,3,5,32,2,8,private,1,general,7,1500000,1,150000,1,0
993,R_3HOdcCb4fOxjz5T,EN,32,New delhi,3,4,4,4,3,5,4,5,5,3,3,2,3,4,4,4,4,5,4,4,3,3,2,4,5,4,5,4,3,3,4,3,3,2,3,4,4,2,5,6,7,5,5,5,6,6,5,5,5,6,6,4,2,1,3,32,1,8,private,2,general,7,,1,8000,1,1
1117,R_2QRSPiBQhD1HVKY,EN,32,New Delhi,6,5,5,4,5,5,5,3,5,3,4,4,3,4,4,4,4,4,4,4,5,2,3,2,4,4,4,3,4,4,4,3,4,4,4,4,3,4,6,5,5,6,6,6,4,6,6,6,5,6,5,5,3,1,3,33,1,8,private,2,general,7,,1,8000,1,1
1032,R_8evMCcLjJCGJX9v,EN,32,New delhi,4,5,4,3,4,5,5,5,4,2,3,3,2,5,3,2,3,2,3,3,2,5,3,3,3,2,3,5,2,2,3,4,4,3,2,3,4,4,6,5,6,6,6,6,6,6,5,5,6,5,5,5,3,1,2,32,1,8,private,2,general,7,,1,8000,1,2
1551,R_9EwtktxgyNCHqYp,EN,32,NEW DELHI,4,2,2,5,6,5,4,6,5,5,5,5,2,5,2,6,5,6,6,4,6,5,5,2,4,5,5,4,2,3,4,6,5,5,6,6,3,4,5,4,5,5,4,3,6,4,6,1,2,1,7,4,2,2,1,59,2,8,gov,4,general,6,,1,45000,1,0
572,R_2eOniptjhdE0Mu2,EN,32,Dehli,6,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,6,6,6,6,6,7,6,7,7,6,6,6,6,6,6,7,6,5,1,5,6,7,6,7,6,7,6,7,7,7,5,5,6,7,1,6,39,2,9,self,2,obc,4,,1,70000,1,1
812,R_1OoAcZdcRpde9lC,EN,32,Delhi ,6,7,7,7,7,7,6,6,6,7,6,6,7,6,7,7,7,7,7,6,7,7,7,6,6,6,6,7,7,6,7,6,7,7,6,7,6,7,6,7,7,7,7,7,7,6,6,7,7,6,6,7,7,4,7,31,1,8,self,2,general,6,,1,10000,0,1
699,R_2COHMwTUpMGO14o,EN,32,New delhi,2,4,5,5,2,3,5,3,4,3,4,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,3,4,2,4,6,5,6,6,5,5,5,5,4,4,3,2,3,3,3,1,2,33,1,8,private,2,general,7,,1,8000,1,2
803,R_3po82QtZz9sa6XM,EN,32,New Delhi,2,4,4,4,4,5,5,5,4,2,3,4,2,4,3,4,2,2,5,4,2,3,4,5,2,2,2,2,3,2,4,5,4,4,4,4,2,3,5,5,5,6,5,5,6,5,3,3,3,4,3,2,3,1,3,32,1,8,private,2,general,7,,1,8000,1,1
1307,R_22mqGoIgmngPVAb,EN,32,New Delhi ,7,7,7,1,7,7,1,7,7,2,7,7,7,2,2,2,1,7,5,6,5,1,2,7,3,1,7,7,6,6,7,2,7,7,6,7,2,2,7,7,6,2,7,1,7,7,2,2,6,1,7,7,7,3,6,44,1,8,private,2,general,6,,1,25000,1,2
1237,R_1o6eXHYkhmwwfru,EN,32,New Delhi ,7,7,7,1,7,7,1,7,7,2,6,7,7,2,6,2,2,7,7,2,6,2,2,7,2,2,2,2,7,6,7,2,7,6,7,6,6,5,7,6,7,1,7,1,7,7,1,1,6,2,6,7,7,3,7,35,2,8,private,2,general,6,,1,25000,1,1
636,R_40i1wOEV33NrpoB,EN,32,Delhi,6,3,6,2,6,6,5,6,5,5,6,6,6,5,5,6,2,6,5,6,7,5,7,5,6,6,7,7,6,5,6,2,7,5,6,6,6,6,3,6,1,6,7,2,5,5,4,6,5,6,7,6,7,4,7,40,1,8,private,2,general,7,,1,25000,1,1
704,R_bjtXPizahAMwXYZ,EN,32,Delhi,6,6,5,7,7,6,7,7,3,7,6,7,7,4,7,6,6,7,5,5,6,6,7,4,7,6,5,2,3,4,7,5,5,7,5,7,4,5,5,5,4,4,7,4,5,5,6,5,6,7,6,4,2,3,5,24,2,8,self,2,general,4,,1,8000,1,1
719,R_3FUkgW9OzzqDk8a,EN,32,Delhi,7,6,6,3,7,6,7,6,6,6,7,6,7,6,6,7,7,7,7,7,7,6,7,6,7,6,6,6,7,7,6,6,6,6,6,6,6,6,5,6,6,5,5,6,6,7,5,5,7,6,7,6,6,5,7,40,1,8,self,2,general,6,,1,25000,1,1
824,R_3KNkbwrXbPPsmr8,EN,32,New Delhi,7,6,7,6,7,6,7,6,7,5,7,6,5,7,6,5,6,6,7,5,7,6,6,7,7,6,7,6,7,7,6,6,7,6,6,4,7,7,7,5,6,6,6,7,6,7,5,7,7,7,6,6,7,3,7,38,1,8,self,2,general,6,,1,20000,1,1
606,R_AyuauaKwnNqsjQJ,EN,32,New Delhi,7,6,7,6,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,6,7,7,7,7,7,7,6,6,6,7,6,7,5,7,6,7,7,7,6,6,7,7,7,6,7,7,7,6,7,3,6,36,2,8,private,2,general,7,,1,25000,2,3
1089,R_3D1hJ9Puo9WrBRp,EN,32,Delhi,4,7,5,5,6,7,7,7,6,2,6,5,6,3,3,5,4,7,6,6,1,5,6,7,5,4,5,7,7,4,5,2,6,4,4,6,2,4,7,7,6,5,6,5,7,7,7,2,7,5,7,7,7,1,7,31,1,8,self,2,obc,6,,1,10000,1,1
1088,R_2AXYhHZxzaGsmv4,EN,32,Delhi,3,7,5,5,6,7,5,5,2,3,6,3,6,2,5,5,3,7,6,7,5,3,2,5,6,3,3,2,3,2,4,3,7,7,2,3,3,2,5,5,5,5,7,3,6,3,6,7,5,4,1,1,1,1,7,27,1,7,private,1,general,5,,2,20000,0,3
515,R_elYGVpjPGeOiUrT,EN,32,New Delhi,6,6,7,7,6,6,7,6,7,6,7,6,6,7,6,6,6,5,6,7,7,7,7,7,7,6,6,7,7,7,7,7,7,5,6,5,6,7,6,5,6,7,6,6,7,6,7,6,6,7,7,6,6,4,7,28,2,8,self,2,general,6,,1,20000,1,1
645,R_1esZiaUg040neq8,EN,32,New Delhi,5,6,6,4,6,6,5,6,5,6,6,5,5,7,6,6,6,6,6,6,5,7,5,5,4,5,5,6,6,6,6,6,6,6,5,6,6,5,6,5,6,5,5,6,6,6,6,6,7,6,7,6,6,4,6,52,1,8,private,2,general,7,1400000,1,3000,1,1
